0.000000000000000000e+00,0.000000000000000000e+00
5.005005005005004962e-03,7.853747156566960597e-02
1.001001001001000992e-02,1.565897641285576569e-01
1.501501501501501488e-02,2.336746959642524435e-01
2.002002002002001985e-02,3.093160613888688570e-01
2.502502502502502307e-02,3.830465726031676565e-01
3.003003003003002977e-02,4.544107464448774447e-01
3.503503503503503647e-02,5.229677182158024573e-01
4.004004004004003969e-02,5.882939652008050135e-01
4.504504504504504292e-02,6.499859230536465526e-01
5.005005005005004615e-02,7.076624788865043536e-01
5.505505505505505631e-02,7.609673256616675818e-01
6.006006006006005954e-02,8.095711633407439711e-01
6.506506506506506970e-02,8.531737331933928470e-01
7.007007007007007293e-02,8.915056726982839574e-01
7.507507507507507616e-02,9.243301795773083418e-01
8.008008008008007939e-02,9.514444746831766109e-01
8.508508508508508261e-02,9.726810547031601306e-01
9.009009009009008584e-02,9.879087269401780613e-01
9.509509509509508907e-02,9.970334197786901997e-01
1.001001001001000923e-01,9.999987638285974256e-01
1.051051051051051094e-01,9.967864401570343258e-01
1.101101101101101126e-01,9.874162934567889405e-01
1.151151151151151159e-01,9.719462094522336448e-01
1.201201201201201191e-01,9.504717573001114639e-01
1.251251251251251362e-01,9.231255991943123629e-01
1.301301301301301394e-01,8.900766708219058909e-01
1.351351351351351426e-01,8.515291377333114031e-01
1.401401401401401459e-01,8.077211340738067458e-01
1.451451451451451491e-01,7.589232914680890119e-01
1.501501501501501523e-01,7.054370671459531117e-01
1.551551551551551555e-01,6.475928816373941466e-01
1.601601601601601588e-01,5.857480775418396624e-01
1.651651651651651620e-01,5.202847119815791066e-01
1.701701701701701652e-01,4.516071963768950037e-01
1.751751751751751685e-01,3.801397981235972723e-01
1.801801801801801717e-01,3.063240196067837928e-01
1.851851851851851749e-01,2.306158707424403320e-01
1.901901901901901781e-01,1.534830518962166379e-01
1.951951951951951814e-01,7.540206458240217291e-02
2.002002002002001846e-01,-3.144732207735998451e-03
2.052052052052052156e-01,-8.167210186320694731e-02
2.102102102102102188e-01,-1.596949277875490680e-01
2.152152152152152220e-01,-2.367312102916796224e-01
2.202202202202202252e-01,-3.123050442314895259e-01
2.252252252252252285e-01,-3.859495589953286232e-01
2.302302302302302317e-01,-4.572098026790787917e-01
2.352352352352352349e-01,-5.256455526313206228e-01
