0.000000000000000000e+00,1.000000000000000000e+00
5.005005005005004962e-03,9.969111623209320205e-01
1.001001001001000992e-02,9.876637311201432734e-01
1.501501501501501488e-02,9.723148340254890165e-01
2.002002002002001985e-02,9.509592915403253244e-01
2.502502502502502307e-02,9.237290312732225894e-01
3.003003003003002977e-02,8.907922729320283395e-01
3.503503503503503647e-02,8.523524891171240236e-01
4.004004004004003969e-02,8.086471483337550614e-01
4.504504504504504292e-02,7.599462479886975874e-01
5.005005005005004615e-02,7.065506464339323944e-01
5.505505505505505631e-02,6.487902043614172110e-01
6.006006006006005954e-02,5.870217470308185526e-01
6.506506506506506970e-02,5.216268599188977895e-01
7.007007007007007293e-02,4.530095314083140146e-01
7.507507507507507616e-02,3.815936570785484760e-01
8.008008008008007939e-02,3.078204210166279320e-01
8.508508508508508261e-02,2.321455703250615565e-01
9.009009009009008584e-02,1.550365996641980271e-01
9.509509509509508907e-02,7.696986322197955921e-02
1.001001001001000923e-01,-1.572368047584414043e-03
1.051051051051051094e-01,-8.010488573780691346e-02
1.101101101101101126e-01,-1.581425414493408677e-01
1.151151151151151159e-01,-2.352032438794898206e-01
1.201201201201201191e-01,-3.108109370257712278e-01
1.251251251251251362e-01,-3.844985411053490898e-01
1.301301301301301394e-01,-4.558108380223012679e-01
1.351351351351351426e-01,-5.243072835572315515e-01
1.401401401401401459e-01,-5.895647289064395169e-01
1.451451451451451491e-01,-6.511800347578555748e-01
1.501501501501501523e-01,-7.087725617548382706e-01
1.551551551551551555e-01,-7.619865219625449049e-01
1.601601601601601588e-01,-8.104931768102918710e-01
1.651651651651651620e-01,-8.539928679317206894e-01
1.701701701701701652e-01,-8.922168683569038361e-01
1.751751751751751685e-01,-9.249290426203248261e-01
1.801801801801801717e-01,-9.519273055291264107e-01
1.851851851851851749e-01,-9.730448705798238063e-01
1.901901901901901781e-01,-9.881512803111794918e-01
1.951951951951951814e-01,-9.971532122280463151e-01
2.002002002002001846e-01,-9.999950553174459245e-01
2.052052052052052156e-01,-9.966592535953529008e-01
2.102102102102102188e-01,-9.871664145618658237e-01
2.152152152152152220e-01,-9.715751818947603313e-01
2.202202202202202252e-01,-9.499818731678869588e-01
2.252252252252252285e-01,-9.225198848324687173e-01
2.302302302302302317e-01,-8.893588681371304983e-01
2.352352352352352349e-01,-8.507036810775615576e-01
2.402402402402402382e-01,-8.067931228503242291e-01
2.452452452452452414e-01,-7.578984586289410075e-01
2.502502502502502724e-01,-7.043217437757163246e-01
2.552552552552552756e-01,-6.463939578417690068e-01
2.602602602602602788e-01,-5.844729598828148909e-01
2.652652652652652820e-01,-5.189412777220959727e-01
2.702702702702702853e-01,-4.502037448176736123e-01
2.752752752752752885e-01,-3.786849993327497943e-01
2.802802802802802917e-01,-3.048268608589530526e-01
2.852852852852852950e-01,-2.290856009983300856e-01
2.902902902902902982e-01,-1.519291246655159466e-01
2.952952952952953014e-01,-7.383407952307159683e-02
3.003003003003003046e-01,4.717088593032200960e-03
3.053053053053053079e-01,8.323911606717268596e-02
3.103103103103103111e-01,1.612469193051519756e-01
3.153153153153153143e-01,2.382585914231653557e-01
3.203203203203203175e-01,3.137983793120779352e-01
3.253253253253253208e-01,3.873996226856929459e-01
3.303303303303303240e-01,4.586076369564905941e-01
3.353353353353353272e-01,5.269825221294091033e-01
3.403403403403403304e-01,5.921018803612012604e-01
3.453453453453453337e-01,6.535634253971784879e-01
3.503503503503503369e-01,7.109874677651014663e-01
3.553553553553553401e-01,7.640192603734690113e-01
3.603603603603603434e-01,8.123311900238854300e-01
3.653653653653653466e-01,8.556248012990466112e-01
3.703703703703703498e-01,8.936326403234121640e-01
3.753753753753753530e-01,9.261199070064257688e-01
3.803803803803803563e-01,9.528859055612465268e-01
3.853853853853853595e-01,9.737652843381665591e-01
3.903903903903903627e-01,9.886290573134225435e-01
3.953953953953953659e-01,9.973854009229761175e-01
4.004004004004003692e-01,9.999802213186832489e-01
4.054054054054054279e-01,9.963974885425265215e-01
4.104104104104104311e-01,9.866593355544919230e-01
4.154154154154154344e-01,9.708259215023278266e-01
4.204204204204204376e-01,9.489950600778589429e-01
4.254254254254254408e-01,9.213016152557540472e-01
4.304304304304304440e-01,8.879166681476731160e-01
4.354354354354354473e-01,8.490464601186976656e-01
4.404404404404404505e-01,8.049311186951346730e-01
4.454454454454454537e-01,7.558431741346121058e-01
4.504504504504504570e-01,7.020858758226227181e-01
4.554554554554554602e-01,6.439913188962687052e-01
4.604604604604604634e-01,5.819183926683156871e-01
4.654654654654654666e-01,5.162505635255287828e-01
4.704704704704704699e-01,4.473935059978271234e-01
4.754754754754754731e-01,3.757725966327318257e-01
4.804804804804804763e-01,3.018302861571565687e-01
4.854854854854854795e-01,2.260233661604499344e-01
4.904904904904904828e-01,1.488201471842492685e-01
4.954954954954954860e-01,7.069756565199512843e-02
5.005005005005005447e-01,-7.861762489468421961e-03
5.055055055055055480e-01,-8.637252321452926207e-02
5.105105105105105512e-01,-1.643497025313067905e-01
5.155155155155155544e-01,-2.413115827406396852e-01
5.205205205205205576e-01,-3.167827183316429540e-01
5.255255255255255609e-01,-3.902968731297254967e-01
5.305305305305305641e-01,-4.613999005523169994e-01
5.355355355355355673e-01,-5.296525491790216034e-01
5.405405405405405705e-01,-5.946331763042861374e-01
5.455455455455455738e-01,-6.559403527091669517e-01
5.505505505505505770e-01,-7.131953425607105990e-01
5.555555555555555802e-01,-7.660444431189783465e-01
5.605605605605605835e-01,-8.141611697977529927e-01
5.655655655655655867e-01,-8.572482730803168138e-01
5.705705705705705899e-01,-8.950395748304678101e-01
5.755755755755755931e-01,-9.273016126546321791e-01
5.805805805805805964e-01,-9.538350821567401772e-01
5.855855855855855996e-01,-9.744760681760830101e-01
5.905905905905906028e-01,-9.890970574019615214e-01
5.955955955955956060e-01,-9.976077261095225301e-01
6.006006006006006093e-01,-9.999554981504109596e-01
6.056056056056056125e-01,-9.961258697511429228e-01
6.106106106106106157e-01,-9.861424991127114570e-01
6.156156156156156189e-01,-9.700670602579009039e-01
6.206206206206206222e-01,-9.479988620291955881e-01
6.256256256256256254e-01,-9.200742345909916908e-01
6.306306306306306286e-01,-8.864656872260983089e-01
6.356356356356356319e-01,-8.473808426293969465e-01
6.406406406406406351e-01,-8.030611542822265747e-01
6.456456456456456383e-01,-7.537804148311694208e-01
6.506506506506506415e-01,-6.998430646859654658e-01
6.556556556556556448e-01,-6.415823112854885935e-01
6.606606606606606480e-01,-5.793580706503674849e-01
6.656656656656656512e-01,-5.135547439386523028e-01
6.706706706706706544e-01,-4.445788427402536103e-01
6.756756756756756577e-01,-3.728564777803097807e-01
6.806806806806806609e-01,-2.988307265454595019e-01
6.856856856856856641e-01,-2.229588960949788479e-01
6.906906906906906674e-01,-1.457096979662133585e-01
6.956956956956956706e-01,-6.756035262687877518e-02
7.007007007007006738e-01,1.100635863806232427e-02
